SHALLOW,MUDFLAT,BKWATER,CONN_BW,CONN_TR,N_STRUC,SHAL_LZ,DIST_RZ,X_NUTRI,ALGAE,SEDIMEN,SHOREER,NOCOVES,SHOREHO,SUBSTHO,X_MACRO,N_MACRO,NN_PLNT,NN_ANIM,N_SHADE,N_ALLOC,WS_AGRI,WS_ANIM,WS_LOGS,N_NUTRI,IN_TURB,OR_TURB,VAR_TUR,VAR_DO2,O_STRAT,HI_TEMP,LO_TEMP,T_STRAT,DESTRAT,THERMAL,CONTAMN,POLLNPS,LOWRETE,LOWSTOR,WL_SEAS,WL_LONG,WLSHORT,WL_FAST,DIST_UP,DIST_AD,Latitude,Longitude,Elevation,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,CLUSID,WSA9
3,2,2,2,2,1,0,0,4,0,3,2,2,1,1,3,0,4,1,0,1,1,1,0,0,3,1,0,2,2,3,0,3,0,0,0,1,0,0,0,0,0,0,1,1,36.283,-79.655,209.3877021,14.27700043,12.68799973,37.45866776,800.0657959,31.18000031,-2.692000151,33.87200165,22.13666725,9.61000061,24.04199982,4.216666698,1142,118,79,11.59495926,325,255,321,266,SAP4,SAP
2,2,1,1,1,0,1,1,4,1,2,2,3,1,2,2,0,2,2,0,0,1,1,1,0,1,1,1,1,2,1,0,2,1,0,3,4,0,0,0,1,1,2,1,2,35.94167,-78.58167,82.3733815,15.32250023,13.19299984,38.49497986,800.8682861,32.31200027,-1.959999919,34.27199936,24.45800018,10.74800014,25.05066681,5.253333569,1141,116,76,14.48567772,333,241,322,267,SAP4,SAP
0,0,0,0,0,2,0,1,3,0,1,1,1,1,1,0,3,1,1,1,2,2,2,0,0,0,0,0,1,2,2,0,2,1,1,0,3,0,0,0,0,0,0,0,0,35.681,-79.97,135.5320266,15.05433369,12.97000027,38.79516983,776.156189,31.69199944,-1.74000001,33.43199921,24.51066589,10.42800045,24.51066589,5.251999855,1142,114,76,12.27047062,325,250,325,274,SAP4,SAP
1,1,0,0,0,1,0,1,2,0,2,2,3,2,1,0,3,0,1,1,1,2,2,0,0,3,2,0,1,3,4,0,3,1,0,0,3,0,0,0,0,0,0,3,2,36.38472,-79.36139,149.3576452,14.40016651,12.90766621,38.00396347,799.7495728,31.45199966,-2.512000084,33.9640007,22.22733307,9.733333588,24.18733215,4.34800005,1139,116,80,10.54313469,317,255,314,267,SAP4,SAP
2,1,3,3,3,1,2,1,3,0,3,3,3,2,1,0,2,1,0,2,1,1,2,3,0,4,2,0,3,3,4,1,3,1,1,1,3,0,0,0,0,0,0,3,3,36.09972,-79.32972,158.1147557,14.64183331,13.10100079,38.37883759,801.109436,31.68000031,-2.45600009,34.13600159,22.5019989,9.963999748,24.40733337,4.5746665,1135,113,78,11.78136539,320,252,319,271,SAP4,SAP
1,1,1,1,1,2,1,1,3,1,1,2,2,1,1,4,0,4,2,2,2,2,2,0,0,2,1,1,2,3,3,0,3,1,1,1,2,0,0,0,0,0,0,2,0,36.04028,-79.50417,171.1529925,14.72066689,13.02733326,38.32019424,796.8766479,31.6760006,-2.319999933,33.9960022,22.58133316,10.01599979,24.44333267,4.70933342,1138,116,77,12.66192913,326,250,325,271,SAP4,SAP
0,0,0,0,0,3,0,1,4,1,1,2,1,1,1,0,4,1,1,1,1,2,2,0,0,2,1,1,3,4,4,0,3,0,0,0,3,0,0,0,0,0,1,1,1,35.836,-79.8113,206.2357344,14.80166626,12.65600014,37.96496201,786.6503906,31.43599892,-1.899999976,33.33599854,24.39266586,10.2086668,24.39266586,4.903333187,1140,114,76,12.57082176,326,250,326,272,SAP4,SAP
1,2,0,0,0,0,2,0,3,1,2,1,1,1,1,4,0,4,3,0,0,1,1,2,0,1,1,1,1,1,0,0,1,1,1,3,3,1,1,1,2,1,1,2,2,35.63333,-78.95611,80.00001,15.40316677,13.11166668,39.05071259,780.8079834,32.11199951,-1.463999987,33.57600021,24.34666634,10.89133358,24.90333366,5.581999779,1160,116,77,13.55769539,332,247,330,277,SAP4,SAP
3,1,3,1,1,4,3,1,5,4,4,4,3,3,4,1,3,0,0,4,1,5,4,0,0,4,2,2,3,3,1,1,3,1,0,3,5,3,1,1,0,1,1,5,2,48.90789,-98.27962,469.0737426,2.475999832,11.66266632,24.57160378,1331.208862,25.29999924,-22.16400146,47.4640007,17.83399963,-14.82266712,17.83399963,-14.82266712,495,88,13,65.34450531,237,43,237,43,TPL1,TPL
0,1,1,1,1,1,1,1,4,4,3,2,3,2,3,3,0,0,4,1,1,4,4,0,0,3,3,1,4,4,4,0,3,2,0,2,4,0,0,0,0,0,0,4,1,46.87,-101.2583,607.4138045,5.574166775,13.54433346,29.16020775,1199.674805,28.76799965,-17.68000031,46.44799805,17.34933281,-9.701333046,19.87866592,-9.701333046,428,77,10,63.95316696,200,33,190,33,NPL2,NPL
1,1,1,1,1,1,1,1,4,2,4,4,1,3,3,1,3,1,1,3,1,3,3,1,1,3,3,1,1,1,4,1,3,1,4,3,2,1,3,3,1,1,1,1,1,47.06634,-101.2059,584.8440096,5.468333244,13.47333336,29.10258484,1196.41272,28.58800125,-17.70800018,46.29600143,17.2159996,-9.734666824,19.76866722,-9.734666824,431,79,11,63.82519913,200,34,192,34,NPL2,NPL
0,0,3,3,1,1,0,3,1,1,4,5,5,5,5,0,4,1,1,0,5,3,5,0,4,1,1,2,1,1,0,3,3,0,0,1,4,0,0,5,5,3,2,2,2,47.50167,-101.4317,514.6666286,4.979499817,11.93099976,27.01276779,1147.588135,26.64800072,-17.52000046,44.16799927,15.72066689,-9.666000366,18.58333397,-9.666000366,407,81,9,69.15103149,196,30,189,30,NPL1,NPL
3,5,5,5,5,5,5,5,4,4,5,4,4,4,4,1,5,0,5,5,1,3,3,1,1,5,4,4,2,3,3,1,3,1,1,2,4,0,0,0,0,0,0,4,4,45.98167,-103.2467,845.3221081,6.653833389,14.46166706,32.12561417,1109.014526,29.74799919,-15.26799965,45.01599884,17.5233345,-7.157999992,20.21133423,-7.157999992,401,83,8,72.75491333,204,27,170,27,NPL2,NPL
4,4,2,2,1,5,3,4,4,4,5,3,1,1,3,0,5,0,2,4,0,4,4,0,0,3,4,4,0,3,2,2,3,0,0,0,4,0,3,3,0,1,0,3,0,46.86361,-102.8064,747.122891,5.868166447,13.99033356,30.58932495,1154.706909,28.9640007,-16.77199936,45.73600006,17.21266747,-8.643333435,19.8579998,-8.643333435,417,86,9,68.03928375,202,27,182,27,NPL2,NPL
0,0,3,3,1,1,0,3,1,1,4,5,5,5,5,0,4,1,1,0,5,3,5,0,4,1,1,2,1,1,0,3,3,0,0,1,4,0,0,5,5,3,2,2,2,46.57,-101.8167,670.4239949,6.037333488,13.40600014,29.09793282,1183.439453,29.31200027,-16.76000023,46.0719986,17.68333244,-8.908666611,20.28866577,-8.908666611,426,85,9,69.38399506,209,29,189,29,NPL1,NPL
5,0,0,0,0,3,3,4,4,5,1,3,0,3,3,1,2,0,0,3,3,4,4,0,0,4,2,3,4,3,3,1,2,1,0,3,5,3,0,0,0,1,0,1,1,47.755,-99.92167,487.6171756,4.748166561,12.90433311,27.50518608,1246.488281,27.70400047,-19.21199989,46.91600037,17.08600044,-11.26333332,19.36000061,-11.26333332,425,81,9,65.64812469,201,33,198,33,TPL1,TPL
1,0,2,1,1,1,1,1,3,2,2,1,1,1,1,3,1,2,1,4,3,4,4,0,0,1,1,1,1,0,0,1,1,1,0,1,1,2,1,1,1,1,0,1,0,48.37833,-101.51,481.4672944,4.475500107,13.10166645,27.58710289,1243.204834,27.47599983,-20.01600075,47.49200058,16.65066719,-11.60999966,19.01866722,-11.60999966,430,80,11,61.57172394,195,38,188,38,TPL3,TPL
5,2,1,1,1,3,4,1,4,3,4,3,3,1,2,3,1,1,1,3,1,3,3,1,1,3,3,1,1,1,4,1,1,1,1,2,3,1,3,1,1,1,1,1,1,47.20833,-100.9617,506.00001,5.527166843,13.01566696,28.58324623,1191.508423,28.02799988,-17.50799942,45.5359993,17.12199974,-9.793999672,19.56266594,-9.793999672,445,83,10,65.88339996,209,32,200,32,NPL2,NPL
5,1,1,1,1,3,4,1,5,4,4,1,3,3,3,5,1,1,1,1,1,3,3,1,1,2,2,1,4,1,4,1,1,1,1,1,1,1,3,1,3,1,1,1,1,47.6791,-100.136,491.2046952,4.801499844,12.80633354,27.54050064,1234.79895,27.63599968,-18.86400032,46.5,16.94733429,-11.03466702,19.29933357,-11.03466702,420,80,10,65.10157776,198,34,193,34,TPL1,TPL
5,1,1,1,1,3,3,2,2,1,3,2,0,4,3,0,4,1,3,3,0,5,3,0,0,3,2,1,1,0,0,0,0,1,0,0,3,1,5,0,5,0,0,5,5,41.22355,-103.8105,1464.521911,8.688333511,16.08933258,39.1734848,921.97229,30.69199944,-10.38000011,41.0719986,17.69599915,-2.192666769,20.4640007,-2.192666769,390,69,8,66.04679108,194,28,165,28,SPL3,SPL
4,3,4,4,1,4,3,1,3,0,2,4,0,4,4,0,4,0,3,3,0,2,1,0,0,2,0,1,0,2,1,1,1,1,0,0,1,1,1,2,1,1,1,1,1,42.77964,-103.3158,1062.00001,8.877666473,16.01066589,36.55403519,1010.872864,32.00799942,-11.79199982,43.79999924,18.71266556,-3.328000069,21.64733315,-3.328000069,397,69,10,66.72312927,195,30,162,30,NPL2,NPL
1,1,2,2,1,1,2,2,4,1,5,3,4,3,3,0,3,1,4,0,0,1,1,0,0,4,2,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,1,1,2,40.95969,-100.4037,838.0685135,9.470333099,15.13666725,35.44554901,1017.743958,31.11199951,-11.59200001,42.70399857,19.49666595,-3.033333302,22.08799934,-3.033333302,526,89,11,65.13922882,254,34,226,34,SPL3,SPL
2,2,2,2,1,4,3,3,3,4,2,4,2,5,5,0,4,3,5,2,0,4,3,0,0,2,3,3,3,2,4,0,3,1,5,3,4,2,1,2,1,2,3,2,3,41.13667,-101.1267,902.6804404,9.666000366,15.3633337,35.99993896,1010.507507,31.5720005,-11.10400009,42.6760025,19.61599922,-2.6353333,22.23200035,-2.6353333,459,82,9,67.64472198,229,29,194,29,SPL5,SPL
3,1,3,3,2,3,3,2,4,4,4,4,2,4,4,0,4,1,4,3,0,4,3,0,0,4,3,2,3,1,1,1,1,1,1,1,4,4,3,2,1,1,3,1,4,41.055,-100.7833,905.665023,9.387833595,15.2510004,35.35561752,1025.597656,31.44000053,-11.6960001,43.13600159,19.41600037,-3.130666733,22.13066673,-3.130666733,495,84,10,66.24240112,244,32,213,32,SPL3,SPL
4,4,3,3,3,4,4,0,5,4,1,4,1,5,5,0,4,0,5,4,0,5,4,0,0,4,4,3,3,3,2,2,2,2,1,0,5,1,3,4,1,4,4,3,3,41.49251,-97.34972,460.9661259,9.982999802,12.5253334,29.49357986,1101.432617,30.94799995,-11.52000046,42.46800232,20.98066711,-3.997333527,23.25733376,-3.997333527,702,110,12,55.79914856,293,53,273,53,SPL5,SPL
4,3,2,2,1,3,3,3,5,3,3,3,2,3,3,1,2,1,5,1,0,5,5,0,0,3,3,3,2,1,3,0,1,1,1,1,5,4,3,3,4,2,5,5,1,40.62,-96.58333,389.2585003,10.68150043,12.92033291,30.58211899,1075.601685,31.51199913,-10.73600006,42.2480011,21.3093338,-3.088000059,23.62800026,-3.088000059,789,106,16,50.54275131,307,63,297,63,TPL2,TPL
4,4,3,3,4,3,3,4,5,5,5,5,4,4,4,0,5,1,5,4,0,5,5,0,0,4,4,4,3,2,2,0,3,2,0,1,5,4,2,4,2,3,4,4,3,40.84,-96.865,379.0912031,10.59716702,12.82033348,30.22522926,1083.649414,31.61600113,-10.80000019,42.41600037,21.3220005,-3.191333294,23.68799973,-3.191333294,727,109,16,52.54680252,287,53,265,53,TPL2,TPL
4,1,0,0,1,2,1,3,5,3,4,3,2,2,2,1,2,0,1,2,0,5,3,0,0,2,3,3,1,1,4,0,0,3,0,1,5,4,3,5,2,4,5,4,0,40.73167,-96.78333,375.6845803,10.7541666,12.97233295,30.49443626,1081.684448,31.84000015,-10.69999981,42.54000092,21.44799995,-3.042000055,23.82266617,-3.042000055,751,109,16,51.8395195,295,56,275,56,TPL2,TPL
3,3,1,1,3,3,3,4,5,4,5,5,5,4,4,0,5,1,5,3,1,5,5,0,0,4,4,4,3,0,3,0,0,2,0,1,5,3,2,3,3,3,3,3,3,40.97,-96.85333,388.042365,10.2966671,12.59133339,29.64899063,1088.670288,31.34799957,-11.11999989,42.4679985,21.03000069,-3.539333344,23.46266747,-3.539333344,724,108,15,52.45262909,283,53,263,53,TPL2,TPL
4,5,5,4,5,5,5,4,5,3,5,5,5,4,4,0,5,1,4,4,0,5,4,0,0,5,4,4,1,1,2,0,1,2,1,1,5,5,4,4,2,2,5,4,2,40.62833,-96.79,397.065849,10.73266697,12.92266655,30.5789547,1076.841064,31.62000084,-10.64000034,42.26000214,21.36000061,-3.034000158,23.69866753,-3.034000158,757,109,16,52.04686356,300,56,281,56,TPL2,TPL
1,1,1,1,1,3,1,1,2,0,2,1,1,3,3,1,1,0,3,0,0,2,2,0,0,2,0,1,1,1,1,1,1,1,0,2,1,1,3,1,4,0,0,2,1,42.44167,-103.0819,1240.120951,8.567832947,15.02633286,35.33280182,998.7908936,31.16799927,-11.35999966,42.52799988,18.22999954,-3.378000021,21.23466682,-3.378000021,423,81,10,67.70637512,209,32,168,32,SPL3,SPL
1,1,3,3,2,1,1,2,3,2,4,4,3,2,2,0,4,4,4,2,0,4,3,0,0,2,3,2,1,1,1,1,1,1,0,1,3,2,1,1,5,1,1,1,1,40.4125,-101.5158,953.3132204,9.972999573,15.92866707,36.56047058,1006.754456,32.43600082,-11.13199997,43.56800079,19.57600021,-2.258666754,22.48333359,-2.258666754,500,84,11,64.4760437,242,35,214,35,SPL3,SPL
1,1,1,1,1,4,1,1,2,1,1,1,1,4,4,0,4,3,2,2,0,4,4,0,0,1,1,1,1,1,1,1,1,1,0,0,3,3,3,3,2,1,1,4,1,41.915,-103.4742,1255.655483,8.83033371,15.89866638,37.15683365,973.7998047,31.25600052,-11.53200054,42.78800201,18.45000076,-2.909333229,21.14333344,-2.909333229,398,72,11,62.70936584,193,35,154,35,SPL3,SPL
3,3,4,3,4,3,4,4,4,2,4,5,4,4,4,1,3,2,3,4,0,5,3,0,0,3,3,3,2,1,2,0,1,1,0,1,5,4,3,5,2,2,4,4,1,41.33833,-96.055,342.580289,10.06983376,11.99699974,28.75599289,1095.979248,30.3239994,-11.39599991,41.72000122,20.9766655,-4.033333302,23.12199974,-4.033333302,767,114,19,51.47521973,311,61,284,61,TPL2,TPL
5,4,4,3,5,3,4,5,5,3,5,5,5,4,4,1,4,1,5,5,0,5,3,0,0,4,4,4,1,1,2,0,1,1,1,1,5,5,3,4,2,2,5,4,2,41.22,-96.16,330.00001,10.4671669,12.13499928,28.52877426,1109.087036,31.31599998,-11.22000027,42.5359993,21.49799919,-3.70933342,23.79999924,-3.70933342,779,115,19,52.35113525,317,62,296,62,TPL2,TPL
1,1,2,2,2,3,1,2,3,1,4,4,4,4,4,1,4,1,4,3,0,5,4,0,0,2,2,1,1,1,1,1,1,1,0,0,3,1,1,2,1,1,1,1,1,41.83289,-99.21078,668.6938086,9.227499962,13.96633339,32.50403595,1065.110107,30.90799904,-12.06000042,42.9679985,19.69799995,-3.934000254,22.30599976,-3.934000254,582,95,10,60.10506058,258,42,250,42,SPL3,SPL
0,0,1,1,0,2,0,0,3,3,1,3,1,2,2,0,3,0,1,1,0,0,1,0,0,1,3,3,2,2,1,1,1,1,0,2,2,2,3,3,0,0,0,1,1,42.6,-100.8833,919.5122873,8.796333313,14.36533356,33.65507889,1027.287354,30.70800018,-11.97599983,42.68399811,18.88066673,-3.671333075,21.5739994,-3.671333075,511,86,9,67.20449066,251,33,224,33,SPL3,SPL
4,0,1,1,0,3,2,3,1,2,1,1,0,1,1,1,1,2,0,2,1,3,1,1,2,1,1,1,1,0,2,0,0,1,1,1,2,1,0,0,0,0,0,1,1,43.32139,-71.04333,125.00001,7.545833588,12.45900059,31.57694626,961.9918823,27.38800049,-12.06799984,39.45600128,3.089999914,-3.487999916,19.26200104,-4.621333599,1119,117,81,10.4362421,316,252,270,262,NAP1,NAP
1,5,1,1,2,1,2,0,0,0,4,2,5,2,2,0,4,5,1,3,0,2,3,0,3,2,1,2,0,1,2,0,1,0,0,2,1,2,1,4,5,4,5,1,1,35.40333,-104.19,1272.428629,14.16549969,16.49433327,41.90633392,851.3814087,33.81999969,-5.539999962,39.36000061,24.86333275,3.843333244,24.86333275,3.843333244,353,65,8,66.93031311,173,26,173,26,SPL3,SPL
0,2,0,0,0,4,2,0,1,0,4,1,2,3,5,0,2,1,0,3,1,0,0,2,3,1,0,0,0,1,0,3,1,1,0,1,1,0,1,2,5,4,5,1,1,36.875,-105.2783,2869.726861,2.345499992,16.18833351,43.96614075,737.1906128,21.34399986,-15.47599983,36.81999969,11.24733353,-6.341333389,11.5233326,-6.341333389,634,93,32,35.7562294,236,107,230,107,WMT2,WMT
2,1,2,2,2,3,2,4,2,2,2,3,2,4,4,0,4,1,1,3,4,4,2,1,2,4,3,4,2,4,2,1,2,2,1,1,1,3,5,5,3,1,1,5,1,36.5667,-104.6667,1866.297416,9.902500153,18.82166672,46.52839661,808.5244751,30.43199921,-10.02000046,40.45199966,19.96199989,0.063333355,19.96199989,0.063333355,376,76,7,72.4642334,185,25,185,25,XER3,SPL
4,5,3,3,1,5,5,0,4,0,5,4,0,5,5,4,0,4,0,2,4,4,4,0,0,4,3,4,1,3,3,0,3,2,0,2,2,5,4,5,5,5,5,0,0,36.5765,-104.5862,1844.00001,9.794833183,18.98500061,46.58209991,812.3583984,30.27599907,-10.47999954,40.7559967,19.84799957,-0.174666405,19.84799957,-0.174666405,366,75,7,74.49410248,184,23,184,23,SPL1,SPL
2,1,2,2,2,3,2,4,2,2,2,3,2,4,4,0,4,1,1,3,4,4,2,1,2,4,3,4,2,4,2,1,2,2,1,1,1,3,5,5,3,1,1,5,1,33.14583,-107.1756,1429.475311,15.3411665,16.53833389,44.43877029,800.7388306,34.2480011,-2.967999935,37.2159996,24.32066727,10.85466671,25.36733437,5.643333435,262,56,4,73.87259674,141,19,117,37,XER3,XER
3,3,1,1,2,4,2,1,1,0,4,0,0,2,2,1,4,0,1,0,1,1,1,1,2,2,1,3,1,2,0,0,2,1,0,5,2,1,4,5,4,4,4,2,2,34.59167,-104.3817,1324.920291,14.16499996,16.92000008,44.45145035,806.8391113,33.05599976,-5.007999897,38.06399918,23.3113327,5.97266674,24.03800011,4.196000099,374,73,11,64.06687164,179,35,174,36,SPL3,SPL
3,3,2,2,3,5,4,4,2,1,5,5,5,5,5,1,4,1,1,4,4,3,2,1,2,4,1,5,2,2,2,2,2,4,2,2,1,5,5,5,5,2,2,2,5,32.87028,-107.275,1343.755566,15.44516659,17.78566742,46.9130249,782.9684448,34.56800079,-3.344000101,37.91200256,24.24466705,11.09999943,25.25799942,5.991999626,278,58,4,77.49063873,156,20,128,41,XER3,XER
5,5,1,1,1,5,4,2,3,5,3,1,2,3,3,4,0,0,0,1,4,1,1,0,2,1,2,2,2,0,1,1,0,0,0,5,2,3,4,4,4,5,5,4,5,32.47583,-104.2447,981.7167583,16.7765007,17.28700066,45.6265831,799.6434937,35.14400101,-2.743999958,37.88800049,25.36533356,8.828666687,26.50399971,6.789999962,338,69,7,67.54821014,164,29,136,36,XER3,XER
1,3,0,0,0,2,2,1,1,0,1,1,2,1,1,0,3,0,2,1,1,2,2,1,1,3,1,1,1,2,0,0,2,1,0,5,4,1,2,5,3,5,5,1,1,35.02833,-104.6883,1420.334989,13.68433285,16.79333305,44.54465103,797.7161255,32.9280014,-4.771999836,37.70000076,22.78666687,4.028000355,23.67000008,4.028000355,384,72,11,61.75224686,182,38,178,38,SPL3,SPL
3,4,1,1,2,4,4,1,3,0,4,3,3,5,5,3,0,3,0,3,2,3,3,1,0,2,2,1,1,2,2,1,3,1,0,2,1,3,1,4,5,5,4,2,2,35.6649,-105.2281,2012.673269,9.042666435,17.02799988,46.3473053,735.8718872,27.74799919,-8.991999626,36.73999786,17.55866623,0.174000189,18.30133247,0.174000189,433,88,13,67.96224213,217,44,208,44,SPL3,SPL
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,35.34949,-103.4452,1150.069597,14.10499954,15.96000004,41.13401794,856.3406372,33.35200119,-5.447999954,38.80000305,24.71933365,5.581999779,24.71933365,3.60199976,379,81,9,72.40812683,188,33,188,33,SAP1,SPL
1,4,0,0,2,4,3,1,5,0,4,4,3,5,5,1,3,1,0,4,2,1,4,3,0,2,3,2,0,3,0,4,1,2,0,4,4,4,3,5,5,5,5,3,3,36.5318,-105.2296,2510.336388,4.47300005,17.42266655,43.51750183,792.0593262,24.70800018,-15.32800007,40.0359993,13.69666672,-5.368666649,14.15133286,-5.368666649,549,89,25,44.17866898,220,79,219,79,WMT2,WMT
5,5,3,3,0,5,5,2,4,0,5,3,1,5,5,4,0,3,0,4,3,4,4,0,0,4,4,1,2,2,3,0,3,1,0,2,1,5,3,5,5,5,5,2,1,36.4164,-104.6482,1809.025594,10.1048336,19.01766586,46.45253372,823.9261475,30.63199997,-10.30799961,40.93999863,20.30800056,-0.064666592,20.30800056,-0.064666592,391,78,9,68.82633209,188,27,188,27,SPL1,SPL
2,1,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,5,0,0,1,1,0,0,1,0,1,0,4,0,1,4,0,0,4,2,0,0,2,0,2,2,1,0,32.58333,-104.3333,1007.202124,16.54450035,17.71500015,46.0752182,810.6088257,35.23199844,-3.21600008,38.44799805,25.24066544,8.508000374,26.4046669,6.418000221,330,67,7,68.48849487,162,28,135,34,XER1,XER
0,0,0,0,0,5,0,0,0,2,1,1,1,0,1,0,1,0,0,4,0,2,1,0,0,2,0,2,0,0,1,0,0,0,0,1,1,2,5,2,5,2,1,1,0,40.6097,-118.2997,1265.00001,10.538167,17.39100075,42.84764099,846.3381958,33.2879982,-7.300000191,40.58799744,13.63866711,20.92466545,21.1673317,0.443333298,180,19,6,25.70041656,55,28,35,50,XER1,XER
5,0,0,0,0,0,5,0,2,2,5,0,4,0,0,5,0,0,0,0,0,0,1,0,0,4,3,2,2,0,2,2,0,0,0,1,1,0,5,1,3,1,0,0,0,39.4297,-114.8197,1853.940073,8.262666702,17.40999985,42.16313171,853.7698975,31.28800011,-10.00399971,41.29199982,11.5666666,-1.021999955,19.27000046,-1.79066658,226,29,11,25.14889526,70,40,57,40,XER1,XER
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,40.6797,-115.78,1590.123084,8.210166931,16.7563324,40.10610962,874.6907349,31.73200035,-10.04800034,41.77999878,-1.530666709,18.74333382,19.27933311,-2.404666662,284,32,10,28.15814781,88,41,49,82,XER1,XER
2,2,2,2,1,4,3,3,3,4,2,4,2,5,5,0,4,3,5,2,0,4,3,0,0,2,3,3,3,2,4,0,3,1,5,3,4,2,1,2,1,2,3,2,3,41.3997,-117.18,1415.174089,9.416500092,16.99233437,42.17296982,841.0105591,32.98400116,-7.308000088,40.29199982,0.276666671,19.95199966,20.1420002,-0.410666615,235,28,8,32.25681686,82,33,40,74,SPL5,XER
0,0,0,0,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,0,0,41.68675,-115.8418,1926.299856,5.177999973,15.84466648,40.9761734,790.2696533,27.45599937,-11.21199989,38.66799927,-2.608666658,15.30266666,15.30266666,-4.186666489,374,42,17,27.38682938,120,58,58,108,XER1,XER
5,0,0,0,0,0,5,0,2,2,5,0,4,0,0,5,0,0,0,0,0,0,1,0,0,4,3,2,2,0,2,2,0,0,0,1,1,0,5,1,3,1,0,0,0,39.43667,-119.0667,1270.185442,12.10249996,16.33300018,40.60914993,865.0168457,34.55599976,-5.664000034,40.22000122,20.07466698,18.75133324,23.05733299,1.846000075,132,14,8,17.40776634,36,29,33,34,XER1,XER
0,0,0,0,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,0,0,40.43833,-118.2917,1295.602215,10.59616661,18.30699921,43.61301804,861.3609009,34.27199936,-7.703999996,41.97599792,13.82600021,21.12733269,21.42666626,0.319999844,174,19,6,25.58556557,54,27,33,48,XER1,XER
4,5,3,3,1,5,5,0,4,0,5,4,0,5,5,4,0,4,0,2,4,4,4,0,0,4,3,4,1,3,3,0,3,2,0,2,2,5,4,5,5,5,5,0,0,37.3705,-115.1195,1456.183388,13.67300034,17.69866753,44.30426407,826.449585,35.50799942,-4.440000057,39.94799805,5.234000206,16.18066597,24.06333351,4.06799984,208,25,7,25.40727615,61,38,52,53,SPL1,XER
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,38.3379,-115.1416,1571.074917,10.22483349,18.17499924,43.29030228,851.6340942,33.09999847,-8.883999825,41.98399734,20.40799904,0.798000038,21.04533386,0.0266668,231,25,13,16.86193085,68,49,60,49,XER1,XER
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40.1828,-115.4617,1819.740389,8.161999702,16.47333336,41.03560257,845.1461792,30.70000076,-9.444000244,40.14400101,-0.932666719,18.46199989,19.05333328,-1.802666664,330,35,14,22.6654911,101,56,61,94,XER1,XER
1,5,1,1,2,1,2,0,0,0,4,2,5,2,2,0,4,5,1,3,0,2,3,0,3,2,1,2,0,1,2,0,1,0,0,2,1,2,1,4,5,4,5,1,1,43.27444,-75.42889,162.6486202,7.793166637,10.59500027,27.70948792,1007.320435,27.05200005,-11.18400002,38.23600006,9.419333458,-4.021999836,19.88533211,-4.95933342,1135,116,68,14.56828499,321,227,301,242,SPL3,NAP
3,3,2,2,2,2,2,3,4,2,4,3,3,3,3,1,3,1,0,2,2,3,2,2,1,4,3,3,2,3,1,1,2,1,1,2,4,2,1,1,1,1,1,4,4,41.93806,-74.21917,179.377939,8.95383358,10.87299919,29.77924919,935.5415039,27.42000008,-9.092000008,36.51200104,18.11466599,-1.896666646,20.28199959,-2.832000017,1147,116,72,11.85829067,323,243,304,245,SAP3,NAP
3,3,2,2,2,3,4,0,1,1,4,5,4,5,5,0,5,0,4,0,1,1,0,0,1,4,3,5,1,0,0,0,0,0,0,1,3,3,4,3,3,1,2,2,1,42.87056,-73.58334,110.3097394,8.11000061,11.46533394,29.34712029,997.0339355,27.61600113,-11.45199966,39.06800079,20.06333351,-4.643333435,20.06333351,-4.643333435,983,101,55,16.63557434,290,191,290,191,TPL2,NAP
4,4,5,5,4,5,4,5,5,4,5,3,5,4,5,1,5,1,4,1,1,5,2,0,1,4,5,4,2,3,3,0,1,0,1,3,4,4,1,1,1,1,1,5,5,43.3179,-73.924,235.6130801,6.816500187,11.40499973,28.90854836,1001.565491,26.24799919,-13.20400047,39.45199966,18.79466629,-4.912666798,18.79466629,-5.930666924,1085,106,66,11.85024643,297,229,297,230,TPL2,NAP
